name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1134;0;1371;3149;1949;3149;1949;0
header;319;187;319;222;1944;222;1944;187
A;1303;184;1303;186;1305;186;1305;184
A;1778;252;1778;253;1778;253;1778;252
D;1567;347;1567;403;1610;403;1610;347
B;1279;347;1279;402;1318;402;1318;347
B;1232;348;1232;400;1269;400;1269;348
A;1543;349;1543;402;1557;402;1557;349
A;1756;387;1756;403;1770;403;1770;387
A;1878;538;1878;538;1878;538;1878;538
B;1239;540;1239;583;1269;583;1269;540
B;1197;541;1197;583;1228;583;1228;541
B;1354;542;1354;586;1385;586;1385;542
C;1848;1997;1848;2025;1878;2025;1878;1997
A;1887;2308;1887;2308;1888;2308;1888;2308
A;1943;2608;1943;2612;1947;2612;1947;2608
